config,scenario,seed,final_poa,welfare_dc,welfare_mfg,shapley_fairness,n_rounds,converged,convergence_rate,model_path_in_volume
A0,S3,29,0.7742767333984376,208899.86267089844,94887.61367797852,0.45422535211267606,2,True,1.0,A0/S3_seed29.zip
A0,S4,0,0.9078282713890076,663777.9612486082,606455.3560788912,0.913641897567841,2,True,1.0,A0/S4_seed0.zip
A0,S4,1,0.8837930560112,610685.7344740316,625917.5094968394,0.9756648842831505,2,True,1.0,A0/S4_seed1.zip
A0,S4,2,0.8793374300003052,629210.8323646045,601158.0996918225,0.9554160048908275,2,True,1.0,A0/S4_seed2.zip
A0,S4,3,0.845171093940735,626327.9741272767,556235.4205145998,0.8880896965997027,2,True,1.0,A0/S4_seed3.zip
A0,S4,4,0.912394642829895,596223.2068020995,680399.3774454896,0.8762841745102359,2,True,1.0,A0/S4_seed4.zip
A0,S4,5,0.8758987188339233,667403.9556340205,558153.531758405,0.8363053995209995,2,True,1.0,A0/S4_seed5.zip
A0,S4,6,0.8152191638946533,641740.5258178711,498914.12830352783,0.7774390243902439,2,True,1.0,A0/S4_seed6.zip
A0,S4,7,0.8665030598640442,580463.5429013349,631947.5384604358,0.9185312190873833,2,True,1.0,A0/S4_seed7.zip
A0,S4,8,0.8468812704086305,662156.710482302,522799.56307345384,0.7895405344342985,2,True,1.0,A0/S4_seed8.zip
A0,S4,9,0.8183329105377197,644191.667175293,500819.7412490845,0.7774390243902439,5,True,1.0,A0/S4_seed9.zip
A0,S4,10,0.7932581305503845,605888.0331065211,504038.7431595769,0.8319008061196705,2,True,1.0,A0/S4_seed10.zip
A0,S4,11,0.8672946095466614,623446.6974057484,590071.9202719402,0.9464673126464767,2,True,1.0,A0/S4_seed11.zip
A0,S4,12,0.8658348321914673,681585.179901123,529890.917301178,0.7774390243902439,2,True,1.0,A0/S4_seed12.zip
A0,S4,13,0.9481738209724426,637873.3906273604,688811.4196772812,0.9260493836269638,2,True,1.0,A0/S4_seed13.zip
A0,S4,14,0.8199453353881836,645460.9680175781,501806.54525756836,0.7774390243902439,2,True,1.0,A0/S4_seed14.zip
A0,S4,15,0.8471418023109436,666870.0267791748,518450.7830142975,0.7774390243902439,5,True,1.0,A0/S4_seed15.zip
A0,S4,16,0.9230450987815857,650824.0426344142,640700.6595807805,0.9844452841467619,2,True,1.0,A0/S4_seed16.zip
A0,S4,17,0.8644241094589233,635924.8017433024,573577.4122116232,0.9019579211869668,2,True,1.0,A0/S4_seed17.zip
A0,S4,18,0.906762957572937,639520.7320762535,629221.9981598,0.9838961688028189,2,True,1.0,A0/S4_seed18.zip
A0,S4,19,0.8717938661575317,686276.131439209,533537.8460884094,0.7774390243902439,8,True,1.0,A0/S4_seed19.zip
A0,S4,20,0.8495374321937561,668755.8666229248,519916.90850257874,0.7774390243902439,2,True,1.0,A0/S4_seed20.zip
A0,S4,21,0.8591616749763489,652626.1811511709,549512.8344757365,0.8420024362284202,2,True,1.0,A0/S4_seed21.zip
A0,S4,22,0.8418518900871277,662705.8078765869,515213.35673332214,0.7774390243902439,2,True,1.0,A0/S4_seed22.zip
A0,S4,23,0.847017765045166,604672.988975612,580474.2678755843,0.9599804827713185,2,True,1.0,A0/S4_seed23.zip
A0,S4,24,0.8707929849624634,655092.4313433314,563321.1132161474,0.8599108862561616,2,True,1.0,A0/S4_seed24.zip
A0,S4,25,0.8871731162071228,635648.2834524087,605684.3407445975,0.9528608139314598,2,True,1.0,A0/S4_seed25.zip
A0,S4,26,0.8484602570533752,617956.2070485583,569209.3846205244,0.9211160566525328,2,True,1.0,A0/S4_seed26.zip
A0,S4,27,0.9143829345703125,674528.6597828089,604875.9422679724,0.8967386833685256,2,True,1.0,A0/S4_seed27.zip
A0,S4,28,0.8776937127113346,674341.8038436049,553727.2389820943,0.8211373458177544,2,True,1.0,A0/S4_seed28.zip
A0,S4,29,0.8937861919403076,597854.5828219472,652731.0569409312,0.9159278947501505,2,True,1.0,A0/S4_seed29.zip
A0,S5,0,0.8404134511947634,1600672.9545200071,1436831.3651409436,0.897642058037899,2,True,1.0,A0/S5_seed0.zip
A0,S5,1,0.820636034011841,1553132.321549279,1412890.5266532367,0.9097038977618157,4,True,1.0,A0/S5_seed1.zip
A0,S5,2,0.8758425712585449,1489985.7781742066,1675569.9251033813,0.8892411804790993,2,True,1.0,A0/S5_seed2.zip
A0,S5,3,0.8080139160156248,1559923.5154135907,1360479.2420082837,0.8721448382343103,2,True,1.0,A0/S5_seed3.zip
A0,S5,4,0.8205168843269346,1561616.5828099707,1403975.6229723468,0.8990527114191084,2,True,1.0,A0/S5_seed4.zip
A0,S5,5,0.8272380232810975,1680333.5217987066,1309550.8803749084,0.7793398533007334,3,True,1.0,A0/S5_seed5.zip
