config,scenario,seed,final_poa,welfare_dc,welfare_mfg,shapley_fairness,n_rounds,converged,convergence_rate,model_path_in_volume
D_FW3,S2,27,0.8504790663719178,202859.8374942289,267531.6293254151,0.7582648750943688,2,True,1.0,D_FW3/S2_seed27.zip
D_FW3,S2,28,0.8106915950775146,201822.22216070158,246563.192160721,0.81854156896681,4,True,1.0,D_FW3/S2_seed28.zip
D_FW3,S2,29,0.8897634148597717,213823.1567326308,278296.09039216035,0.7683297182914867,3,True,1.0,D_FW3/S2_seed29.zip
D_FW3,S3,0,0.8055661916732793,186990.05391202754,129073.8413909835,0.6902711598324278,3,True,1.0,D_FW3/S3_seed0.zip
D_FW3,S3,1,0.7788171768188478,193978.34657895667,111590.57274591821,0.5752733473294994,2,True,1.0,D_FW3/S3_seed1.zip
D_FW3,S3,2,0.7925644516944886,182550.17186845007,128412.4907538825,0.7034367014807281,2,True,1.0,D_FW3/S3_seed2.zip
D_FW3,S3,3,0.7601948380470274,185945.30838616507,112317.13632158612,0.6040331821028233,2,True,1.0,D_FW3/S3_seed3.zip
D_FW3,S3,4,0.8651928305625913,205588.20391909714,133870.20315213557,0.6511570245772272,4,True,1.0,D_FW3/S3_seed4.zip
D_FW3,S3,5,0.8050595521926882,194444.88271731112,121420.23258549007,0.6244455029552712,2,True,1.0,D_FW3/S3_seed5.zip
D_FW3,S3,6,0.8016182780265813,193182.8978016652,121332.03358206386,0.6280681932136232,2,True,1.0,D_FW3/S3_seed6.zip
D_FW3,S3,7,0.789417862892151,168365.33987143342,141362.75863430198,0.8396191207896416,2,True,1.0,D_FW3/S3_seed7.zip
D_FW3,S3,8,0.7824578285217286,184991.39975805022,122005.92926244996,0.6595221692577126,2,True,1.0,D_FW3/S3_seed8.zip
D_FW3,S3,9,0.7540200948715211,188547.8371575392,107291.94706530204,0.5690436373218924,2,True,1.0,D_FW3/S3_seed9.zip
D_FW3,S3,10,0.7965980172157289,177268.16665995948,135277.06539463173,0.763121026992533,4,True,1.0,D_FW3/S3_seed10.zip
D_FW3,S3,11,0.7930910587310792,183740.81004757824,127428.46684556063,0.6935229403449561,3,True,1.0,D_FW3/S3_seed11.zip
D_FW3,S3,12,0.8195267915725712,210204.00003173543,111337.33664176283,0.5296632634248337,4,True,1.0,D_FW3/S3_seed12.zip
D_FW3,S3,13,0.7686454057693486,185550.6563403938,116027.36861321004,0.6253137062493443,2,True,1.0,D_FW3/S3_seed13.zip
D_FW3,S3,14,0.8195925951004026,195649.1005333209,125918.05415432206,0.6435912754573434,4,True,1.0,D_FW3/S3_seed14.zip
D_FW3,S3,15,0.7690042853355409,189741.93331146525,111976.89803993418,0.5901536686469923,3,True,1.0,D_FW3/S3_seed15.zip
D_FW3,S3,16,0.7914690971374516,176424.1215605844,134108.77870129465,0.7601499019239353,3,True,1.0,D_FW3/S3_seed16.zip
D_FW3,S3,17,0.7993640899658204,196512.82975240602,117117.67094568358,0.5959797693272475,3,True,1.0,D_FW3/S3_seed17.zip
D_FW3,S3,18,0.7807970046997071,185174.55028797608,121171.15450595396,0.6543618133135106,3,True,1.0,D_FW3/S3_seed18.zip
D_FW3,S3,19,0.7524073719978333,186345.2969784283,108861.73542492151,0.5841936297298854,4,True,1.0,D_FW3/S3_seed19.zip
