bonus_scale,scenario,seed,final_poa,welfare_dc,welfare_mfg,shapley_fairness,n_rounds,converged,convergence_rate,model_path_in_volume
1.0,S3,2,0.6214574575424195,-9446.153354644775,253274.98682141304,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed2.zip
1.0,S3,3,0.5739035010337831,-8723.333215713501,233894.37184631824,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed3.zip
1.0,S3,4,0.5830069184303285,-8861.705160140991,237604.46960628033,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed4.zip
1.0,S3,5,0.5923797488212587,-9004.17218208313,241424.36663210392,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed5.zip
1.0,S3,6,0.6397016644477845,-9723.465299606323,260710.41334569454,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed6.zip
1.0,S3,7,0.5975741147994996,-9083.126544952393,243541.33048653603,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed7.zip
1.0,S3,8,0.6208037137985231,-9436.216449737549,253008.55355858803,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed8.zip
1.0,S3,9,0.6075281500816346,-9234.427881240845,247598.09756577015,0.01900237529691211,2,True,1.0,D_BONUS1/S3_seed9.zip
1.5,S1,0,0.630157470703125,-7183.795166015625,356196.5103149414,0.010186757215619692,2,True,1.0,D_BONUS1.5/S1_seed0.zip
1.5,S1,1,0.5436118245124817,-6197.174799442291,307276.5838056803,0.010186757215619692,2,True,1.0,D_BONUS1.5/S1_seed1.zip
1.5,S1,2,0.6233570575714111,-7106.270456314087,352352.57679224014,0.010186757215619692,2,True,1.0,D_BONUS1.5/S1_seed2.zip
1.5,S1,3,0.5737002491950989,-6540.182840824127,324284.06585752964,0.010186757215619692,2,True,1.0,D_BONUS1.5/S1_seed3.zip
1.5,S1,4,0.5638190507888794,-6427.537178993225,318698.7184584141,0.010186757215619692,2,True,1.0,D_BONUS1.5/S1_seed4.zip
