step,T_supply,Q_available,Exergy_DT,Q_negotiated,it_load_frac,scenario,t_availability
80,26.818755867474408,22219.261030851863,443.4490579093221,21108.29797930927,0.7306441416396942,Edge,0.9098173515981736
81,25.264660306692747,19297.561376582322,335.66927739495816,18332.683307753206,0.6988865367019818,Edge,0.9098173515981736
82,25.118203602665517,19022.22277301117,326.2670060840137,18071.11163436061,0.6958937257935996,Edge,0.9098173515981736
83,24.68312314865534,18204.27151947205,299.1060386919297,17294.057943498447,0.6870029512986092,Edge,0.9098173515981736
84,23.493578227910064,15967.927068470875,230.7539944713965,15169.53071504733,0.6626948594399008,Edge,0.9098173515981736
85,24.773600866284937,18374.369628615714,304.6592857903755,17455.651147184926,0.6888518437893012,Edge,0.9098173515981736
86,23.498008005002305,15976.255049404295,230.9924244210218,15177.44229693408,0.6627853809717859,Edge,0.9098173515981736
87,23.659024415821534,16278.965901744494,239.74095713786815,15465.017606657268,0.6660757163233098,Edge,0.9098173515981736
88,23.837023118018408,16613.60346187462,249.59762919602073,15782.923288780888,0.6697130811073329,Edge,0.9098173515981736
89,23.554846370307246,16083.111176177583,234.06242555584535,15278.955617368703,0.6639468606106259,Edge,0.9098173515981736
90,23.553086215713165,16079.802085540767,233.96705642685785,15275.811981263727,0.6639108922341388,Edge,0.9098173515981736
91,22.62323124363553,14331.674738034751,186.25504262288467,13615.091001133012,0.6449095080221169,Edge,0.9098173515981736
92,22.157657036730768,13456.395229053858,164.37429902060688,12783.575467601164,0.6353956003158028,Edge,0.9098173515981736
93,22.381514577776386,13877.247406219612,174.72728332949768,13183.385035908632,0.6399700805023871,Edge,0.9098173515981736
94,20.731494178457183,10775.20905549948,105.74240283564419,10236.448602724506,0.6062522723423857,Edge,0.9098173515981736
95,20.926189447159175,11141.236160659253,112.9978089305613,10584.17435262629,0.6102308278332528,Edge,0.9098173515981736
96,21.04396677267067,11362.657532620848,117.50206760466894,10794.524655989804,0.6126375818763136,Edge,0.9098173515981736
97,21.39501097501625,12022.620633030543,131.44189221977777,11421.489601379015,0.6198110938372885,Edge,0.9098173515981736
98,22.831248762974724,14722.747674392464,196.4651875381233,13986.61029067284,0.6491603008086138,Edge,0.9098173515981736
99,21.658895615049687,12518.723756293439,142.42713088941082,11892.787568478767,0.625203519090146,Edge,0.9098173515981736
100,22.315917491617142,13753.924884240201,171.66134212925613,13066.22864002819,0.6386296183069587,Edge,0.9098173515981736
101,24.133794023597773,17171.53276436378,266.4636683079263,16312.95612614559,0.6757775300474324,Edge,0.9098173515981736
102,22.724252030333957,14521.593817027853,191.1800291617195,13795.51412617646,0.6469738458372593,Edge,0.9098173515981736
103,24.039192421191842,16993.681751840624,261.02864562623523,16143.997664248593,0.6738443668678329,Edge,0.9098173515981736
104,22.680762143460584,14439.832829705942,189.05206087744443,13717.841188220644,0.6460851394533255,Edge,0.9098173515981736
105,23.702177846832058,16360.094352044289,242.11270322626322,15542.089634442074,0.6669575473048293,Edge,0.9098173515981736
106,23.312477843353804,15627.458345505169,221.10979235875394,14846.08542822991,0.6589941124511431,Edge,0.9098173515981736
107,24.27842393266326,17443.436993406904,274.8788806627517,16571.265143736557,0.6787330107979012,Edge,0.9098173515981736
108,25.828020804398022,20356.679112268306,373.05064228029414,19338.84515665489,0.7103986860029163,Edge,0.9098173515981736
109,23.736120306957332,16423.906177079785,243.98624687059908,15602.710868225795,0.6676511540986934,Edge,0.9098173515981736
110,26.29696460227774,21238.2934522821,405.6335591665104,20176.378779667997,0.7199814505682837,Edge,0.9098173515981736
111,26.571697258800498,21754.790846544885,425.33953903649046,20667.05130421764,0.7255955526798357,Edge,0.9098173515981736
112,26.244936669641675,21140.48093892631,401.9530125329246,20083.456891979993,0.718918271075286,Edge,0.9098173515981736
113,25.916730318098985,20523.452998026056,379.1122780051025,19497.280348124754,0.712211445630718,Edge,0.9098173515981736
114,27.92422487973181,24297.54277389584,528.9706978149051,23082.665635201047,0.7532341605858243,Edge,0.9098173515981736
115,27.870858607274215,24197.214181675547,524.674026709856,22987.353472591767,0.7521436324095168,Edge,0.9098173515981736
116,29.163866177054956,26628.068412863286,633.5528407828397,25296.66499222012,0.7785659610093835,Edge,0.9098173515981736
117,29.513884940854382,27286.103688806266,664.7337456760021,25921.79850436595,0.7857185183565899,Edge,0.9098173515981736
118,31.6235176743661,31252.21322780827,867.9458436153454,29689.602566417856,0.8288284046500899,Edge,0.9098173515981736
119,30.389473338241828,28932.20987589468,745.9025100487596,27485.599382099947,0.8036109769118988,Edge,0.9098173515981736
120,30.1921390457058,28561.221405926874,727.2149680559579,27133.160335630528,0.7995784935426834,Edge,0.9098173515981736
121,31.939252238370727,31845.79420813694,900.6004079836584,30253.504497730093,0.8352803718275754,Edge,0.9098173515981736
122,32.546445845397386,32987.31818934705,965.0281913519525,31337.952279879693,0.8476882411885548,Edge,0.9098173515981736
123,34.22375656499156,36140.66234218412,1154.0818843156242,34333.62922507491,0.881963721110697,Edge,0.9098173515981736
124,34.26583919980601,36219.77769563529,1159.0332672891766,34408.788810853526,0.8828236706047314,Edge,0.9098173515981736
125,34.343095366911314,36365.01928979323,1168.14953799756,34546.768325303565,0.884402383584709,Edge,0.9098173515981736
126,35.95932256940097,39403.52643047387,1366.6794603855722,37433.35010895017,0.9174296351138465,Edge,0.9098173515981736
127,33.882788784252114,35499.642914393975,1114.3387405904966,33724.66076867427,0.874996118634717,Edge,0.9098173515981736
128,34.922806608246674,37454.876423503796,1237.6455212283672,35582.1326023286,0.8962486567772151,Edge,0.9098173515981736
129,35.126237311055604,37837.32614478457,1262.4878739237556,35945.45983754534,0.9004057189650497,Edge,0.9098173515981736
130,36.115161850285176,39696.50427853617,1386.6073502871757,37711.679064609365,0.9206141769406107,Edge,0.9098173515981736
131,35.59033701210717,38709.833582761436,1320.0447925090846,36774.34190362336,0.9098894954647982,Edge,0.9098173515981736
132,37.976042680138505,43194.960238660424,1635.1565029461262,41035.2122267274,0.9586408721593525,Edge,0.9098173515981736
133,37.52745198586558,42351.60973342726,1573.4585944866362,40234.0292467559,0.9494740188416008,Edge,0.9098173515981736
134,36.66820120824423,40736.21827149909,1458.4363659665341,38699.40735792414,0.9319154159945553,Edge,0.9098173515981736
135,37.447213198497025,42200.76081317442,1562.5417750203203,40090.7227725157,0.9478343566649394,Edge,0.9098173515981736
136,39.05080286534792,45215.50938685407,1787.5519520839982,42954.73391751137,0.9806033629005877,Edge,0.9098173515981736
137,39.83506595718785,46689.92399951321,1902.8114885619293,44355.427799537545,0.996629608690361,Edge,0.9098173515981736
138,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
139,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
140,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
141,38.78940908265736,44724.08907539578,1749.8950219668732,42487.88462162599,0.9752618377760411,Edge,0.9098173515981736
142,37.76810708609486,42804.04132185834,1606.4173836845198,40663.83925576542,0.9543917534984602,Edge,0.9098173515981736
143,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
144,39.14300892588585,45388.85678066539,1800.9260072732145,43119.41394163212,0.9824875737028846,Edge,0.9098173515981736
145,39.5187841153583,46095.314136873596,1855.9186644219246,43790.548430029914,0.9901664580094955,Edge,0.9098173515981736
146,39.27607901541353,45639.02854897748,1820.310467708551,43357.07712152861,0.9852068320541031,Edge,0.9098173515981736
147,39.65063833688339,46343.20007334072,1875.400407211407,44026.04006967368,0.9928608703623991,Edge,0.9098173515981736
148,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
149,39.660717332376635,46362.14858486806,1876.893562624445,44044.041155624654,0.9930668324442181,Edge,0.9098173515981736
150,39.15828673322574,45417.57905846441,1803.1465438766977,43146.70010554119,0.9827997723746132,Edge,0.9098173515981736
151,38.0723728782275,43376.06101106768,1648.5525042876052,41207.2579605143,0.960609358815953,Edge,0.9098173515981736
152,37.18628414005798,41710.21418330904,1527.2913648520512,39624.703474143585,0.9425023280794461,Edge,0.9098173515981736
153,38.056748607406234,43346.68738192369,1646.376212983892,41179.35301282751,0.9602900802383011,Edge,0.9098173515981736
154,38.156742152926995,43534.67524750272,1660.327820545993,41357.94148512758,0.9623334266032904,Edge,0.9098173515981736
155,39.58705999529394,46223.67279115258,1865.9945462280548,43912.48915159495,0.9915616607733977,Edge,0.9098173515981736
156,37.603830033043835,42495.20046212245,1583.8837173687612,40370.440439016325,0.9510347876317657,Edge,0.9098173515981736
157,38.03159584815501,43299.40019453141,1642.8755756936464,41134.430184804834,0.9597760890709935,Edge,0.9098173515981736
158,36.15013971747743,39762.262668857584,1391.0990387168015,37774.149535414705,0.9213289420527998,Edge,0.9098173515981736
159,35.02558887997304,37648.107094349325,1250.1674845199595,35765.701739631855,0.8983489901559709,Edge,0.9098173515981736
160,34.76666097049247,37161.32262452587,1218.73769038899,35303.256493299574,0.8930578546144116,Edge,0.9098173515981736
161,34.50882074504136,36676.583000677725,1187.8205470003325,34842.753850643836,0.8877889456595405,Edge,0.9098173515981736
162,36.79273984991522,40970.35091784061,1474.8498563713158,38921.833371948574,0.9344603360634849,Edge,0.9098173515981736
163,33.38233938660818,34558.79804682336,1057.2166067770488,32830.85814448219,0.8647695439872104,Edge,0.9098173515981736
164,34.47159042715538,36606.59000305213,1183.3877471897881,34776.260502899524,0.8870281522070883,Edge,0.9098173515981736
165,32.22221205220296,32377.75865814161,930.358161236728,30758.87072523453,0.8410625941102349,Edge,0.9098173515981736
166,33.46529881842025,34714.76177863007,1066.586036386227,32979.023689698566,0.8664648019416311,Edge,0.9098173515981736
167,32.37292504728475,32661.09908889528,946.3979016550428,31028.044134450516,0.8441423814010357,Edge,0.9098173515981736
168,31.28286503633467,30611.786268309123,833.3660406397537,29081.196954893665,0.8218672420468384,Edge,0.9098173515981736
169,30.836066756362072,29771.805501960713,789.0395476151225,28283.215226862674,0.8127370163256599,Edge,0.9098173515981736
170,29.67708227971582,27592.914685865704,679.5196018054393,26213.268951572416,0.7890534204985403,Edge,0.9098173515981736
171,30.201068695547576,28578.009147629433,728.0556567498602,27149.10869024796,0.799760968995972,Edge,0.9098173515981736
172,28.772673942579274,25892.627012049023,599.5631492026974,24597.99566144657,0.7705720327396633,Edge,0.9098173515981736
173,27.481214972607802,23464.68414850268,493.8188509554371,22291.449941077546,0.7441813494402466,Edge,0.9098173515981736
174,26.904337740029746,22380.15495125593,449.807937691381,21261.14720369313,0.732392988600608,Edge,0.9098173515981736
175,27.81216218243634,24086.864902980364,519.9678637792427,22882.521657831345,0.7509441837280475,Edge,0.9098173515981736
176,28.692907116398203,25742.66537882865,592.7439185668383,24455.532109887215,0.768942014987268,Edge,0.9098173515981736
177,26.826290792713053,22233.426690300563,444.0071466781896,21121.755355785535,0.7307981161989192,Edge,0.9098173515981736
178,26.09603938087588,20860.55403604664,391.51013826275295,19817.526334244307,0.715875587348333,Edge,0.9098173515981736
179,26.056459757923108,20786.144344895438,388.75677939164115,19746.837127650666,0.715066786357559,Edge,0.9098173515981736
180,26.643457549545758,21889.700193146055,430.56171917667064,20795.21518348875,0.7270619586211527,Edge,0.9098173515981736
181,25.194204123325562,19165.10375185204,331.1298231640394,18206.848564259435,0.6974467799114352,Edge,0.9098173515981736
182,24.218910361115206,17331.55147889658,271.40060662285435,16464.973904951752,0.6775168639010498,Edge,0.9098173515981736
183,25.37433172605688,19503.743644986884,342.7954008454286,18528.55646273754,0.7011276483150748,Edge,0.9098173515981736
184,24.411981194933787,17694.52464647552,282.7635431082085,16809.79841415174,0.6814622244182121,Edge,0.9098173515981736
185,25.227740778822977,19228.15266418722,333.28680685240727,18266.745030977858,0.698132094175948,Edge,0.9098173515981736
186,23.668988072468323,16297.69757624049,240.2875513471851,15482.812697428466,0.6662793214808749,Edge,0.9098173515981736
187,22.089896825883272,13329.006032660509,161.3018415706065,12662.555731027483,0.6340109351376142,Edge,0.9098173515981736
188,21.78243991862081,12750.987047007104,147.71929666406268,12113.437694656748,0.6277281200761642,Edge,0.9098173515981736
189,24.60567908014275,18058.67667066835,294.39244639618016,17155.74283713493,0.6854203985942212,Edge,0.9098173515981736
190,24.58101438790004,18012.3070492521,292.8989324984043,17111.691696789494,0.6849163809701315,Edge,0.9098173515981736
191,22.658616390894224,14398.19881488118,187.97296140007415,13678.28887413712,0.6456325958139258,Edge,0.9098173515981736
192,22.435959428269257,13979.60372514619,177.29223989954832,13280.62353888888,0.6410826491863716,Edge,0.9098173515981736
193,24.25448443508577,17398.4307379612,273.47712863882487,16528.509201063138,0.6782438123691434,Edge,0.9098173515981736
194,21.79016908893999,12765.517887207228,148.05354352431308,12127.241992846866,0.6278860639913829,Edge,0.9098173515981736
195,22.083646527867927,13317.255472391676,161.01987031908553,12651.392698772092,0.6338832116564312,Edge,0.9098173515981736
196,23.71041186165081,16375.574299903557,242.5665511696641,15556.79558490838,0.6671258076076474,Edge,0.9098173515981736
197,22.85121513458415,14760.284453018168,197.45927214206185,14022.27023036726,0.6495683092719367,Edge,0.9098173515981736
198,23.423582432314277,15836.334972750803,227.00254456607226,15044.518224113262,0.6612645105733783,Edge,0.9098173515981736
199,23.49347548082443,15967.733903949884,230.74846554113898,15169.34720875239,0.6626927598255422,Edge,0.9098173515981736
200,24.241363338019596,17373.763075476832,272.7103249953334,16505.07492170299,0.677975685603009,Edge,0.9098173515981736
201,25.577591186846576,19885.871431271582,356.19578755742265,18891.577859708003,0.7052812112094737,Edge,0.9098173515981736
202,24.608085385481616,18063.20052470542,294.5383536116148,17160.040498470145,0.685469570920711,Edge,0.9098173515981736
203,25.497928231327307,19736.10507489537,350.91391829211176,18749.299821150602,0.7036533160314714,Edge,0.9098173515981736
204,23.236769934264885,15485.127476417983,217.13796700735236,14710.871102597084,0.657447037787152,Edge,0.9098173515981736
205,25.59699946196349,19922.358988491404,357.4884428217622,18926.241039066834,0.7056778150922979,Edge,0.9098173515981736
206,25.244730109001637,19260.092604923106,334.38212328998054,18297.08797467695,0.6984792674448164,Edge,0.9098173515981736
207,25.324600182212805,19410.24834256006,339.5549336816369,18439.735925432055,0.7001113950278267,Edge,0.9098173515981736
208,26.125648345007676,20916.218888614443,393.5760814433795,19870.40794418372,0.7164806400936352,Edge,0.9098173515981736
209,27.143874456599292,22830.483978406686,467.84003458377396,21688.95977948635,0.7372878693305074,Edge,0.9098173515981736
210,28.869097482132474,26073.90326640905,607.8568134121035,24770.208103088593,0.772542426808794,Edge,0.9098173515981736
211,27.190139977423144,22917.463157555525,471.36257539850124,21771.589999677748,0.7382332951908209,Edge,0.9098173515981736
212,29.045511541077133,26405.561697225043,623.1735365084859,25085.28361236379,0.7761474097524461,Edge,0.9098173515981736
213,29.07817929653652,26466.977077488613,626.030092503064,25143.62822361418,0.7768149682335719,Edge,0.9098173515981736
214,29.774820429642205,27776.662407727315,688.4500961376435,26387.82928734095,0.7910506783448621,Edge,0.9098173515981736
215,31.625010998493167,31255.020677167166,868.0989222591827,29692.269643308806,0.828858920403991,Edge,0.9098173515981736
216,31.72052616831826,31434.589196438348,877.9170584189864,29862.85973661643,0.8308107521351994,Edge,0.9098173515981736
217,33.05288165390971,33939.417509350285,1020.3995094153779,32242.44663388277,0.858037146840764,Edge,0.9098173515981736
218,32.14020904651255,32223.59300744362,921.6863404838738,30612.413357071437,0.8393868805156914,Edge,0.9098173515981736
219,32.15280303430234,32247.269704488397,923.0156158957806,30634.906219263976,0.8396442359183521,Edge,0.9098173515981736
220,33.15000915596369,34122.017213211686,1031.1884478534262,32415.9163525511,0.8600219262305617,Edge,0.9098173515981736
221,34.13192853460305,35968.025645053785,1143.3127824113903,34169.62436280109,0.8800872352723237,Edge,0.9098173515981736
222,34.5809180752197,36812.125981413046,1196.4273134540535,34971.51968234239,0.8892622389284026,Edge,0.9098173515981736
223,33.846075118214515,35430.621222243266,1110.099212103651,33659.0901611311,0.8742458828504703,Edge,0.9098173515981736
224,35.47883939127854,38500.21805560369,1306.1051815857436,36575.2071528235,0.9076110658217792,Edge,0.9098173515981736
225,36.078010089861834,39626.65896894026,1381.844090059993,37645.326020493245,0.9198549887928289,Edge,0.9098173515981736
226,38.762353293245155,44673.224191300935,1746.0190267950445,42439.562981735886,0.9747089586010971,Edge,0.9098173515981736
227,38.55665164187991,44286.50508673419,1716.6837165575855,42072.17983239748,0.9705054900731978,Edge,0.9098173515981736
228,36.2815865577262,40009.38272852528,1408.0407322909793,38008.91359209901,0.9240150296578835,Edge,0.9098173515981736
229,37.206230993955614,41747.714268636526,1529.9725881128727,39660.328555204695,0.9429099377025709,Edge,0.9098173515981736
230,36.398267659860835,40228.743200538345,1423.1612319818194,38217.30604051142,0.9263993826145472,Edge,0.9098173515981736
231,37.56623407923928,42424.520068969854,1578.7480150391827,40303.29406552136,0.9502665224888028,Edge,0.9098173515981736
232,38.73639391988792,44624.42056938926,1742.3039358998287,42393.19954091979,0.9741784844498833,Edge,0.9098173515981736
233,39.858896832791515,46734.7260456481,1906.3671520575435,44397.989743365695,0.9971165874526968,Edge,0.9098173515981736
234,38.183258621912785,43584.52620919606,1664.0369119649638,41405.29989873626,0.9628752848825659,Edge,0.9098173515981736
235,38.4406773491782,44068.47341645506,1700.2485130881148,41865.04974563231,0.968135580613642,Edge,0.9098173515981736
236,37.128480731628486,41601.543775461556,1519.5341678157147,39521.466586688475,0.9413211279941474,Edge,0.9098173515981736
237,39.18446061347731,45466.78595333733,1806.9537721616605,43193.44665567046,0.9833346299275796,Edge,0.9098173515981736
238,38.381300593423646,43956.845115636446,1691.8630332428818,41759.00285985462,0.9669222295177874,Edge,0.9098173515981736
239,38.94385296688654,45014.44357774673,1772.098579369295,42763.721398859394,0.978417864975508,Edge,0.9098173515981736
240,38.60797924868331,44383.000987524574,1723.9815141693994,42163.850938148345,0.9715543585600497,Edge,0.9098173515981736
241,39.34124326509368,45761.537338376074,1829.8388732832266,43473.46047145727,0.9865384493301748,Edge,0.9098173515981736
242,37.643728037299354,42570.20871012275,1589.3425589813926,40441.69827461661,0.9518500946752473,Edge,0.9098173515981736
243,37.82226153816595,42905.851691751974,1613.8788347128973,40760.55910716437,0.9554983879538258,Edge,0.9098173515981736
244,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
245,37.67828757964378,42635.18064973029,1594.0782094210686,40503.421617243774,0.9525563114101118,Edge,0.9098173515981736
246,37.65230264230729,42586.328967537745,1590.516901444877,40457.01251916085,0.9520253148645408,Edge,0.9098173515981736
247,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
248,40.0,47000.0,1927.4846622367465,44650.0,1.0,Edge,0.9098173515981736
