step,T_supply,Q_available,Exergy_DT,Q_negotiated,it_load_frac,scenario,t_availability,TWH,ERF
46,49.79388483290586,466841.2746358571,26097.864374588586,420157.1471722714,0.9828237360754886,Edge_LC,1.0,49.79388483290586,0.81
47,49.65402060502436,461304.9822822146,25692.21541460608,415174.4840539932,0.9711683837520309,Edge_LC,1.0,49.65402060502436,0.8100000000000002
48,49.771203449913685,465943.4698924166,26031.92844945356,419349.12290317495,0.9809336208261402,Edge_LC,1.0,49.771203449913685,0.81
49,49.62466360981193,460142.934555056,25607.357206282075,414128.64109955047,0.9687219674843284,Edge_LC,1.0,49.62466360981193,0.8100000000000002
50,49.670303794542406,461949.5252006378,25739.325781172807,415754.572680574,0.9725253162118692,Edge_LC,1.0,49.670303794542406,0.8099999999999999
51,49.73723397387147,464598.8447990795,25933.288219555143,418138.9603191716,0.9781028311559568,Edge_LC,1.0,49.73723397387147,0.81
52,49.213238032126014,443857.3387716555,24428.560418710767,399471.60489449,0.9344365026771696,Edge_LC,1.0,49.213238032126014,0.81
53,49.45600012169774,453466.6714838679,25121.749361974176,408120.0043354811,0.9546666768081428,Edge_LC,1.0,49.45600012169774,0.8099999999999999
54,49.38227878730055,450548.5353306472,24910.52457703933,405493.6817975825,0.9485232322750468,Edge_LC,1.0,49.38227878730055,0.81
55,49.29714310431308,447178.5812123928,24667.37585869989,402460.7230911536,0.9414285920260902,Edge_LC,1.0,49.29714310431308,0.8100000000000002
56,49.33281158651761,448590.45863298775,24769.143735997644,403731.412769689,0.944400965543132,Edge_LC,1.0,49.33281158651761,0.81
57,49.69930738255914,463097.5838929672,25823.31431772743,416787.8255036704,0.9749422818799308,Edge_LC,1.0,49.69930738255914,0.8099999999999998
58,49.067967556185465,438107.0490990074,24017.006052780045,394296.34418910666,0.9223306296821208,Edge_LC,1.0,49.067967556185465,0.81
59,49.43726265869572,452724.9802400383,25068.003767301303,407452.4822160344,0.9531052215579752,Edge_LC,1.0,49.43726265869572,0.8099999999999998
60,48.72427885767536,424502.7047829828,23053.04580335373,382052.4343046846,0.8936899048062796,Edge_LC,1.0,48.72427885767536,0.81
61,48.96561432801809,434055.5671507168,23728.501976941672,390650.0104356452,0.9138011940015092,Edge_LC,1.0,48.96561432801809,0.8100000000000002
62,48.99776179066549,435328.0708805085,23818.985857371557,391795.2637924577,0.9164801492221232,Edge_LC,1.0,48.99776179066549,0.81
63,49.0073934908109,435709.3256779322,23846.118999622915,392138.393110139,0.91728279090091,Edge_LC,1.0,49.0073934908109,0.81
64,48.94108800702082,433084.733611241,23659.549339636516,389776.2602501169,0.911757333918402,Edge_LC,1.0,48.94108800702082,0.81
65,48.8606128845297,429899.2600126333,23433.79259674004,386909.33401137,0.905051073710807,Edge_LC,1.0,48.8606128845297,0.8100000000000002
66,48.48289838308386,414948.0609970688,22384.212674587157,373453.2548973619,0.8735748652569869,Edge_LC,1.0,48.48289838308386,0.81
67,48.34903686357393,409649.3758498007,22016.213399074903,368684.4382648206,0.8624197386311593,Edge_LC,1.0,48.34903686357393,0.8099999999999999
68,48.55682218176156,417874.21136139415,22588.328044346643,376086.7902252547,0.8797351818134613,Edge_LC,1.0,48.55682218176156,0.8099999999999999
69,48.19388174548067,403507.8190919436,21592.27931385356,363157.0371827492,0.8494901454567233,Edge_LC,1.0,48.19388174548067,0.8099999999999999
70,47.820987914319176,388747.4382751341,20584.86028290437,349872.6944476207,0.8184156595265981,Edge_LC,1.0,47.820987914319176,0.8100000000000002
71,47.74148992425006,385600.6428348973,20372.18010580141,347040.5785514076,0.8117908270208365,Edge_LC,1.0,47.74148992425006,0.81
72,47.67860655625179,383111.5095183007,20204.47060482092,344800.3585664706,0.8065505463543172,Edge_LC,1.0,47.67860655625179,0.8099999999999999
73,47.90436376968154,392047.73254989367,20808.7058405114,352842.9592949043,0.8253636474734604,Edge_LC,1.0,47.90436376968154,0.81
74,47.70547510454867,384175.0562217189,20276.07243208445,345757.55059954704,0.808789592045724,Edge_LC,1.0,47.70547510454867,0.81
75,47.72423645744743,384917.6931072943,20326.119344918163,346425.92379656486,0.8103530381206195,Edge_LC,1.0,47.72423645744743,0.8099999999999999
76,47.34468304110817,369893.7037105327,19321.627906544585,332904.3333394794,0.7787235867590162,Edge_LC,1.0,47.34468304110817,0.8099999999999999
77,47.37594447956076,371131.1356492799,19403.72604897573,334018.02208435186,0.7813287066300628,Edge_LC,1.0,47.37594447956076,0.8099999999999998
78,47.38115787371197,371337.4991677652,19417.428463817632,334203.7492509887,0.7817631561426636,Edge_LC,1.0,47.38115787371197,0.81
79,47.05281595022512,358340.631363078,18560.645057892976,322506.5682267702,0.7544013291854275,Edge_LC,1.0,47.05281595022512,0.81
80,47.13610897114381,361637.6467744429,18776.79837582373,325473.8820969986,0.7613424142619851,Edge_LC,1.0,47.13610897114381,0.8099999999999999
81,46.77086987920546,347180.26605188334,17834.9973576846,312462.239446695,0.7309058232671228,Edge_LC,1.0,46.77086987920546,0.81
82,46.75010181150236,346358.1967053028,17781.91472990614,311722.37703477254,0.7291751509585322,Edge_LC,1.0,46.75010181150236,0.81
83,46.6577834157427,342703.9268731493,17546.563602973838,308433.5341858344,0.7214819513118934,Edge_LC,1.0,46.6577834157427,0.81
84,46.37961753389237,331693.19404990703,16843.47219185789,298523.8746449164,0.698301461157699,Edge_LC,1.0,46.37961753389237,0.8100000000000002
85,46.70613160255755,344617.709267902,17669.69496179183,310155.93834111176,0.7255109668797936,Edge_LC,1.0,46.70613160255755,0.8099999999999999
86,46.405005944164486,332698.1519565101,16907.26695176777,299428.33676085906,0.7004171620137054,Edge_LC,1.0,46.405005944164486,0.8099999999999999
87,46.4551502409264,334683.0303700032,17033.489642566034,301214.7273330029,0.7045958534105331,Edge_LC,1.0,46.4551502409264,0.81
88,46.50839836980373,336790.7688047316,17167.84866633639,303111.6919242584,0.7090331974836455,Edge_LC,1.0,46.50839836980373,0.8099999999999999
89,46.44769862932753,334388.07074421446,17014.713835152634,300949.263669793,0.7039748857772936,Edge_LC,1.0,46.44769862932753,0.81
90,46.45461750677708,334661.94297659246,17032.147097175824,301195.74867893325,0.7045514588980893,Edge_LC,1.0,46.45461750677708,0.8100000000000002
91,46.23277235821644,325880.57251273474,16475.973552076248,293292.51526146126,0.6860643631847048,Edge_LC,1.0,46.23277235821644,0.8099999999999999
92,46.1235683448989,321557.9136522481,16204.321355993112,289402.1222870233,0.6769640287415749,Edge_LC,1.0,46.1235683448989,0.81
93,46.18219206505103,323878.43590826966,16349.977250520353,291490.5923174427,0.6818493387542519,Edge_LC,1.0,46.18219206505103,0.8099999999999999
94,45.780056378292045,307960.5649740607,15358.971166517937,277164.50847665465,0.6483380315243383,Edge_LC,1.0,45.780056378292045,0.8100000000000002
95,45.8290114777343,309898.37099364883,15478.595056610877,278908.533894284,0.6524176231445239,Edge_LC,1.0,45.8290114777343,0.8100000000000002
96,45.85783120461957,311039.15184952575,15549.149485830176,279935.2366645732,0.6548192670516332,Edge_LC,1.0,45.85783120461957,0.8100000000000002
97,45.94257558232448,314393.61680034344,15757.182083697471,282954.2551203091,0.6618812985270388,Edge_LC,1.0,45.94257558232448,0.81
98,46.29215466728056,328231.12224652217,16624.279913391456,295408.01002187,0.6910128889400466,Edge_LC,1.0,46.29215466728056,0.8100000000000002
99,46.00079655495972,316698.196967156,15900.59490420183,285028.37727044045,0.6667330462466442,Edge_LC,1.0,46.00079655495972,0.8100000000000002
100,46.15678143399822,322872.5984290964,16286.792587696216,290585.3385861868,0.6797317861665187,Edge_LC,1.0,46.15678143399822,0.8100000000000002
101,46.596195631209696,340266.0770687161,17390.111366688383,306239.46936184453,0.7163496359341391,Edge_LC,1.0,46.596195631209696,0.81
102,46.24298270552538,326284.73209371325,16501.44420130674,293656.2588843419,0.6869152254604489,Edge_LC,1.0,46.24298270552538,0.81
103,46.55668194023372,338701.9934675837,17289.968684645268,304831.79412082536,0.7130568283528078,Edge_LC,1.0,46.55668194023372,0.81
104,46.21368064165733,325124.85873226885,16428.38041925705,292612.372859042,0.6844733868047765,Edge_LC,1.0,46.21368064165733,0.8100000000000002
105,46.45315509787241,334604.05595744954,17028.4618458982,301143.6503617046,0.7044295914893675,Edge_LC,1.0,46.45315509787241,0.8099999999999999
106,46.3455400200603,330344.2924607209,16757.962972269554,297309.86321464885,0.6954616683383599,Edge_LC,1.0,46.3455400200603,0.81
107,46.569342539119134,339203.1421734663,17322.03548877221,305282.82795611967,0.714111878259929,Edge_LC,1.0,46.569342539119134,0.81
108,46.935309362483565,353689.3289316412,18257.08527552165,318320.3960384771,0.7446091135402972,Edge_LC,1.0,46.935309362483565,0.81
109,46.40741820122224,332793.63713171275,16913.332294525346,299514.2734185415,0.7006181834351848,Edge_LC,1.0,46.40741820122224,0.81
110,47.01962288886466,357026.73935089353,18474.732167185964,321324.0654158042,0.7516352407387232,Edge_LC,1.0,47.01962288886466,0.81
111,47.07046018667603,359039.04905592575,18606.365755124225,323135.1441503332,0.7558716822230016,Edge_LC,1.0,47.07046018667603,0.81
112,46.97309620444929,355185.05809278484,18354.52526830675,319666.5522835064,0.7477580170374417,Edge_LC,1.0,46.97309620444929,0.81
113,46.87474445821795,351291.9681377946,18101.2569391398,316162.7713240151,0.7395620381848307,Edge_LC,1.0,46.87474445821795,0.8099999999999999
114,47.34858814611039,370048.2807835354,19331.877172100576,333043.45270518184,0.779049012175864,Edge_LC,1.0,47.34858814611039,0.8099999999999999
115,47.31659048525989,368781.7067082052,19247.94922531017,331903.53603738465,0.7763825404383267,Edge_LC,1.0,47.31659048525989,0.8099999999999999
116,47.61434339842282,380567.75952090265,20033.55755749322,342510.9835688124,0.8011952832019004,Edge_LC,1.0,47.61434339842282,0.8099999999999999
117,47.68053584056645,383187.87702242215,20209.609137745545,344869.08932017995,0.8067113200472045,Edge_LC,1.0,47.68053584056645,0.81
118,48.177974928357855,402878.1742474987,21548.974813542565,362590.3568227488,0.8481645773631551,Edge_LC,1.0,48.177974928357855,0.8099999999999999
119,47.8553279327279,390106.7306704797,20676.957508895568,351096.0576034317,0.8212773277273255,Edge_LC,1.0,47.8553279327279,0.8099999999999999
120,47.78682565836391,387395.1823102381,20493.376109974408,348655.6640792144,0.8155688048636592,Edge_LC,1.0,47.78682565836391,0.8100000000000003
121,48.19514517553023,403557.82986473886,21595.720119074605,363202.046878265,0.849595431294187,Edge_LC,1.0,48.19514517553023,0.81
122,48.32403009930715,408659.5247642424,21947.69779113347,367793.5722878182,0.8603358416089314,Edge_LC,1.0,48.32403009930715,0.81
123,48.71550356491616,424155.3494445983,23028.61234596246,381739.8145001385,0.8929586304096806,Edge_LC,1.0,48.71550356491616,0.81
124,48.70625086302164,423789.09666127263,23002.85927835765,381410.1869951454,0.8921875719184686,Edge_LC,1.0,48.70625086302164,0.81
125,48.70596542908879,423777.7982347636,23002.064987318943,381400.0184112872,0.892163785757397,Edge_LC,1.0,48.70596542908879,0.8099999999999999
126,49.08348504775529,438721.283140313,24060.85110052859,394849.1548262817,0.9236237539796064,Edge_LC,1.0,49.08348504775529,0.81
127,48.555976755112056,417840.74655651936,22585.99010401276,376056.6719008674,0.8796647295926723,Edge_LC,1.0,48.555976755112056,0.81
128,48.793279031489305,427233.9616631172,23245.477012091666,384510.56549680553,0.899439919290773,Edge_LC,1.0,48.793279031489305,0.81
129,48.826087684839365,428532.6375248915,23337.16886512506,385679.3737724024,0.9021739737366138,Edge_LC,1.0,48.826087684839365,0.81
130,49.05223659955942,437484.36539922754,23972.58626692546,393735.9288593048,0.9210197166299527,Edge_LC,1.0,49.05223659955942,0.8100000000000002
131,48.90797971919136,431774.1972179917,23566.57997293719,388596.77749619255,0.908998309932614,Edge_LC,1.0,48.90797971919136,0.8100000000000002
132,49.47829243191927,454349.0754301374,25185.744240839547,408914.1678871237,0.956524369326605,Edge_LC,1.0,49.47829243191927,0.8100000000000002
133,49.35450466831611,449449.1431208458,24831.109371553423,404504.2288087612,0.9462087223596752,Edge_LC,1.0,49.35450466831611,0.81
134,49.13099169224654,440601.75448475935,24195.255301674635,396541.5790362834,0.927582641020546,Edge_LC,1.0,49.13099169224654,0.81
135,49.31023838156176,447696.93593681976,24704.72171652205,402927.2423431378,0.9425198651301468,Edge_LC,1.0,49.31023838156176,0.81
136,49.69276399697736,462838.5748803548,25804.357531783564,416554.71739231935,0.9743969997481152,Edge_LC,1.0,49.69276399697736,0.81
137,49.8754990476703,470071.8373036168,26335.61075658261,423064.6535732551,0.9896249206391932,Edge_LC,1.0,49.8754990476703,0.8099999999999999
138,50.0,475000.0,26699.764146794863,427500.0,1.0,Edge_LC,1.0,50.0,0.81
139,50.0,475000.0,26699.764146794863,427500.0,1.0,Edge_LC,1.0,50.0,0.81
140,49.901769147925336,471111.6954387104,26412.299920565438,424000.5258948394,0.991814095660443,Edge_LC,1.0,49.901769147925336,0.81
141,49.59271004653687,458878.1060087504,25515.106305713707,412990.2954078754,0.9660591705447376,Edge_LC,1.0,49.59271004653687,0.81
142,49.33879599547498,448827.3414875511,24786.23259570253,403944.607338796,0.9448996662895812,Edge_LC,1.0,49.33879599547498,0.81
143,49.92734309846611,472123.9976476178,26487.033087347725,424911.597882856,0.9939452582055112,Edge_LC,1.0,49.92734309846611,0.8099999999999998
144,49.672859534972815,462050.6899260066,25746.722797303395,415845.62093340594,0.9727382945810664,Edge_LC,1.0,49.672859534972815,0.81
145,49.76540391919116,465713.9051346503,26015.078426322714,419142.51462118526,0.9804503265992638,Edge_LC,1.0,49.76540391919116,0.8099999999999999
146,49.70757832472936,463424.9753538712,25847.28304786712,417082.47781848407,0.9756315270607814,Edge_LC,1.0,49.70757832472936,0.81
147,49.80240062657941,467178.3581354359,26122.63550432888,420460.52232189226,0.983533385548286,Edge_LC,1.0,49.80240062657941,0.8099999999999999
148,50.0,475000.0,26699.764146794863,427500.0,1.0,Edge_LC,1.0,50.0,0.81
149,49.81461153824131,467661.7067220509,26158.16972478399,420895.53604984574,0.984550961520107,Edge_LC,1.0,49.81461153824131,0.8099999999999999
150,49.69812888651978,463050.93509140814,25819.89974281092,416745.8415822673,0.9748440738766488,Edge_LC,1.0,49.69812888651978,0.81
151,49.43976319348144,452823.9597419734,25075.17383399043,407541.56376777607,0.953313599456786,Edge_LC,1.0,49.43976319348144,0.81
152,49.23156061667101,444582.6077432273,24480.64183428156,400124.3469689046,0.935963384722584,Edge_LC,1.0,49.23156061667101,0.8100000000000002
153,49.45521834412847,453435.7261217522,25119.50614118101,408092.153509577,0.954601528677373,Edge_LC,1.0,49.45521834412847,0.81
154,49.49102173378725,454852.9436290789,25222.31214670692,409367.64926617104,0.9575851444822714,Edge_LC,1.0,49.49102173378725,0.81
155,49.85407335617396,469223.73701521807,26273.12243777514,422301.3633136963,0.9878394463478276,Edge_LC,1.0,49.85407335617396,0.81
156,49.38103995203801,450499.4981015056,24906.98044914985,405449.5482913551,0.9484199960031696,Edge_LC,1.0,49.38103995203801,0.81
157,49.50014344942264,455214.0115396467,25248.52790558524,409692.610385682,0.958345287451888,Edge_LC,1.0,49.50014344942264,0.8099999999999999
158,49.053843026458026,437547.953130631,23977.12105194308,393793.15781756793,0.9211535855381704,Edge_LC,1.0,49.053843026458026,0.8100000000000002
159,48.79394143267166,427260.18170991977,23247.32702255362,384534.1635389278,0.8994951193893047,Edge_LC,1.0,48.79394143267166,0.81
160,48.74702979971119,425403.2629052349,23116.43385745602,382862.9366147114,0.8955858166425997,Edge_LC,1.0,48.74702979971119,0.81
161,48.70103767006015,423582.7411065477,22988.353754482094,381224.4669958929,0.8917531391716794,Edge_LC,1.0,48.70103767006015,0.8099999999999998
162,49.27890778525017,446456.7664994853,24615.404312801475,401811.0898495367,0.9399089821041796,Edge_LC,1.0,49.27890778525017,0.8099999999999999
163,48.46093379751085,414078.6294848037,22323.687120777755,372670.7665363233,0.8717444831259025,Edge_LC,1.0,48.46093379751085,0.8099999999999999
164,48.74677602837971,425393.2177900296,23115.72647580028,382853.8960110266,0.8955646690316411,Edge_LC,1.0,48.74677602837971,0.8099999999999999
165,48.214271237552,404314.9031531006,21647.830393091102,363883.4128377905,0.8511892697960012,Edge_LC,1.0,48.214271237552,0.81
166,48.538440746324,417146.6128753261,22537.514768490877,375431.95158779353,0.8782033955270023,Edge_LC,1.0,48.538440746324,0.8100000000000002
167,48.29009288333066,407316.176631838,21854.82994668772,366584.5589686542,0.8575077402775536,Edge_LC,1.0,48.29009288333066,0.8099999999999999
168,48.042406904562085,397511.93997224816,21181.10004478773,357760.74597502337,0.8368672420468383,Edge_LC,1.0,48.042406904562085,0.81
169,47.95247037996421,393951.9525402503,20938.22960458497,354556.7572862253,0.8293725316636847,Edge_LC,1.0,47.95247037996421,0.8099999999999999
170,47.68781988433898,383476.20375508425,20229.013663420632,345128.5833795758,0.8073183236949142,Edge_LC,1.0,47.68781988433898,0.8099999999999999
171,47.83570592939054,389330.0263717087,20624.316020887272,350397.0237345379,0.8196421607825447,Edge_LC,1.0,47.83570592939054,0.8100000000000002
172,47.50459402183213,376223.5133641877,19742.784152201777,338601.1620277689,0.7920495018193424,Edge_LC,1.0,47.50459402183213,0.8099999999999999
173,47.20673914212915,364433.42437594594,18960.726336303596,327990.08193835133,0.7672282618440966,Edge_LC,1.0,47.20673914212915,0.81
174,47.08370967511468,359563.5079732896,18640.722497300485,323607.15717596066,0.7569758062595571,Edge_LC,1.0,47.08370967511468,0.81
175,47.324273741013656,369085.8355817898,19268.091030264182,332177.25202361087,0.7770228117511365,Edge_LC,1.0,47.324273741013656,0.8100000000000002
176,47.55763972418549,378323.23908234166,19883.14959930717,340490.91517410753,0.7964699770154562,Edge_LC,1.0,47.55763972418549,0.8100000000000002
177,47.11667308499881,360868.30961453577,18726.287787611924,324781.4786530822,0.7597227570832332,Edge_LC,1.0,47.11667308499881,0.81
178,46.95365962740965,354415.6935849664,18304.383762400605,318974.1242264697,0.7461383022841397,Edge_LC,1.0,46.95365962740965,0.8099999999999999
179,46.95923930592147,354636.5558593919,18318.77340957389,319172.90027345275,0.7466032754934567,Edge_LC,1.0,46.95923930592147,0.81
180,47.1176300726226,360906.190374645,18728.773802256244,324815.5713371805,0.7598025060518842,Edge_LC,1.0,47.1176300726226,0.81
181,46.77579867031778,347375.36403341155,17847.60264203637,312637.8276300704,0.7313165558598138,Edge_LC,1.0,46.77579867031778,0.8099999999999999
182,46.54923498553512,338407.21817743144,17271.11580508709,304566.4963596883,0.7124362487945926,Edge_LC,1.0,46.54923498553512,0.8099999999999999
183,46.8441509284313,350080.9742504051,18022.70578160033,315072.8768253646,0.7370125773692738,Edge_LC,1.0,46.8441509284313,0.81
184,46.61869461500686,341156.66184402164,17447.21421577131,307040.9956596195,0.7182245512505718,Edge_LC,1.0,46.61869461500686,0.81
185,46.82815966272096,349447.98664937244,17981.690673467063,314503.1879844352,0.7356799718934156,Edge_LC,1.0,46.82815966272096,0.8099999999999999
186,46.454211195301696,334645.85981402546,17031.123172199586,301181.2738326229,0.7045175996084747,Edge_LC,1.0,46.454211195301696,0.8099999999999999
187,46.0740988482591,319599.74607692275,16081.724707381609,287639.7714692305,0.6728415706882585,Edge_LC,1.0,46.0740988482591,0.8099999999999999
188,46.00460721201267,316849.03547550255,15909.995432400234,285164.1319279523,0.667050601001058,Edge_LC,1.0,46.00460721201267,0.81
189,46.70158613360326,344437.78445512813,17658.107052074356,309994.0060096153,0.7251321778002697,Edge_LC,1.0,46.70158613360326,0.81
190,46.69895982854598,344333.8265466126,17651.41283317517,309900.44389195135,0.7249133190455003,Edge_LC,1.0,46.69895982854598,0.81
191,46.2297129267875,325759.47001867153,16468.34390744056,293183.5230168044,0.6858094105656243,Edge_LC,1.0,46.2297129267875,0.8100000000000002
192,46.17600044077466,323633.3507806628,16334.574499039816,291270.0157025965,0.6813333700645533,Edge_LC,1.0,46.17600044077466,0.81
193,46.62154685398275,341269.5629701513,17454.45749602384,307142.6066731362,0.7184622378318976,Edge_LC,1.0,46.62154685398275,0.81
194,46.01559463821434,317283.9544293173,15937.10994446117,285555.5589863856,0.6679662198511943,Edge_LC,1.0,46.01559463821434,0.8099999999999999
195,46.08463770134347,320016.9090115124,16107.818223851633,288015.2181103612,0.6737198084452893,Edge_LC,1.0,46.08463770134347,0.81
196,46.479376340023805,335641.9801259421,17094.577163202295,302077.7821133479,0.7066146950019834,Edge_LC,1.0,46.479376340023805,0.81
197,46.2632831075739,327088.28967480094,16552.121850140764,294379.46070732083,0.6886069256311599,Edge_LC,1.0,46.2632831075739,0.8099999999999999
198,46.397027908000496,332382.35469168704,16887.21196890308,299144.11922251835,0.6997523256667095,Edge_LC,1.0,46.397027908000496,0.81
199,46.40638050621209,332752.5617042292,16910.723045967286,299477.30553380627,0.7005317088510088,Edge_LC,1.0,46.40638050621209,0.8099999999999999
200,46.58084711167709,339658.53150388534,17351.19062491135,305692.6783534968,0.7150705926397586,Edge_LC,1.0,46.58084711167709,0.81
201,46.89848240347772,352231.595137659,18162.281439566057,317008.4356238931,0.7415402002898084,Edge_LC,1.0,46.89848240347772,0.8099999999999999
202,46.64965355553517,342382.11990660016,17525.885713907144,308143.90791594016,0.7208044629612635,Edge_LC,1.0,46.64965355553517,0.81
203,46.855760119081935,350540.50471366005,18052.500326078894,315486.4542422941,0.7379800099234949,Edge_LC,1.0,46.855760119081935,0.81
