n_queries,em_strict_multitemplate,em_strict_singletemplate_nl_ref,ctx_contains_gt_overall,routing29_n,routing29_ctx_contains_gt,routing29_em_strict,abstain_rate,top_n,gen_model,tokens,est_cost_usd,dry_run
100,0.69,0.45,0.92,29,0.9655,0.6552,0.19,5,claude-haiku-4-5-20251001,"{'haiku_in': 147919, 'haiku_out': 6048}",0.1782,False
